,Name,Zipcode,Value
644,ROZELLE,2039,0.001632459182157071
749,ARNDELL PARK,2148,0.0037037386410908734
772,BLACKTOWN,2148,0.0037037386410908734
896,HUNTINGWOOD,2148,0.0037037386410908734
911,KINGS PARK,2148,0.0037037386410908734
938,MARAYONG,2148,0.0037037386410908734
997,PROSPECT,2148,0.0037037386410908734
1170,CASULA,2170,0.0021137160421967633
1178,CHIPPING NORTON,2170,0.0021137160421967633
1256,HAMMONDVILLE,2170,0.0021137160421967633
1294,LIVERPOOL,2170,0.0021137160421967633
1301,LURNEA,2170,0.0021137160421967633
1328,MOOREBANK,2170,0.0021137160421967633
1336,MOUNT PRITCHARD,2170,0.0021137160421967633
1365,PRESTONS,2170,0.0021137160421967633
1436,WARWICK FARM,2170,0.0021137160421967633
1549,CHULLORA,2190,0.001598622780506476
1616,GREENACRE,2190,0.001598622780506476
1702,MOUNT LEWIS,2190,0.001598622780506476
1920,CLEMTON PARK,2206,0.0021800439588440254
1945,EARLWOOD,2206,0.0021800439588440254
2161,UNDERCLIFFE,2206,0.0021800439588440254
2218,ALISON,2259,0.0012604354304779836
2263,BUSHELLS RIDGE,2259,0.0012604354304779836
2281,CEDAR BRUSH CREEK,2259,0.0012604354304779836
2282,CHAIN VALLEY BAY,2259,0.0012604354304779836
2297,CRANGAN BAY,2259,0.0012604354304779836
2304,DOORALONG,2259,0.0012604354304779836
2312,DURREN DURREN,2259,0.0012604354304779836
2330,FRAZER PARK,2259,0.0012604354304779836
2331,FREEMANS,2259,0.0012604354304779836
2357,GWANDALAN,2259,0.0012604354304779836
2359,HALLORAN,2259,0.0012604354304779836
2362,HAMLYN TERRACE,2259,0.0012604354304779836
2376,JILLIBY,2259,0.0012604354304779836
2378,KANWAL,2259,0.0012604354304779836
2384,KIAR,2259,0.0012604354304779836
2386,KINGFISHER SHORES,2259,0.0012604354304779836
2393,LAKE MUNMORAH,2259,0.0012604354304779836
2395,LEMON TREE,2259,0.0012604354304779836
2400,LITTLE JILLIBY,2259,0.0012604354304779836
2412,MANNERING PARK,2259,0.0012604354304779836
2415,MARDI,2259,0.0012604354304779836
2433,MOONEE,2259,0.0012604354304779836
2471,POINT WOLSTONCROFT,2259,0.0012604354304779836
2477,RAVENSDALE,2259,0.0012604354304779836
2486,ROCKY POINT,2259,0.0012604354304779836
2507,SUMMERLAND POINT,2259,0.0012604354304779836
2509,TACOMA,2259,0.0012604354304779836
2510,TACOMA SOUTH,2259,0.0012604354304779836
2525,TUGGERAH,2259,0.0012604354304779836
2526,TUGGERAWONG,2259,0.0012604354304779836
2532,WADALBA,2259,0.0012604354304779836
2535,WALLARAH,2259,0.0012604354304779836
2541,WARNERVALE,2259,0.0012604354304779836
2544,WATANOBBI,2259,0.0012604354304779836
2570,WOONGARRAH,2259,0.0012604354304779836
2572,WYBUNG,2259,0.0012604354304779836
2573,WYEE,2259,0.0012604354304779836
2574,WYEE POINT,2259,0.0012604354304779836
2576,WYONG,2259,0.0012604354304779836
2577,WYONG CREEK,2259,0.0012604354304779836
2578,WYONGAH,2259,0.0012604354304779836
2580,YARRAMALONG,2259,0.0012604354304779836
2614,BIRMINGHAM GARDENS,2287,0.004560193445971722
2688,ELERMORE VALE,2287,0.004560193445971722
2695,FLETCHER,2287,0.004560193445971722
2785,MARYLAND,2287,0.004560193445971722
2798,MINMI,2287,0.004560193445971722
2845,RANKIN PARK,2287,0.004560193445971722
2905,WALLSEND,2287,0.004560193445971722
2906,WALLSEND SOUTH,2287,0.004560193445971722
3129,KOORAGANG,2304,0.003442386795854493
3155,MAYFIELD,2304,0.003442386795854493
3156,MAYFIELD EAST,2304,0.003442386795854493
3157,MAYFIELD NORTH,2304,0.003442386795854493
3158,MAYFIELD WEST,2304,0.003442386795854493
3229,SANDGATE,2304,0.003442386795854493
3277,WARABROOK,2304,0.003442386795854493
3347,BERESFIELD,2322,0.0015333803418026365
3354,BLACK HILL,2322,0.0015333803418026365
3393,CHISHOLM,2322,0.0015333803418026365
3473,HEXHAM,2322,0.0015333803418026365
3503,LENAGHAN,2322,0.0015333803418026365
3613,STOCKRINGTON,2322,0.0015333803418026365
3622,TARRO,2322,0.0015333803418026365
3627,THORNTON,2322,0.0015333803418026365
3629,TOMAGO,2322,0.0015333803418026365
3674,WOODBERRY,2322,0.0015333803418026365
3727,BORAMBIL,2329,0.03976818906253855
3751,CASSILIS,2329,0.03976818906253855
3900,MERRIWA,2329,0.03976818906253855
4005,UARBRY,2329,0.03976818906253855
4067,APPLETREE FLAT,2330,0.010168568819368853
4087,BIG RIDGE,2330,0.010168568819368853
4098,BOWMANS CREEK,2330,0.010168568819368853
4101,BRIDGMAN,2330,0.010168568819368853
4102,BROKE,2330,0.010168568819368853
4105,BULGA,2330,0.010168568819368853
4111,CAMBERWELL,2330,0.010168568819368853
4119,CARROWBROOK,2330,0.010168568819368853
4135,CLYDESDALE,2330,0.010168568819368853
4138,COMBO,2330,0.010168568819368853
4146,DARLINGTON,2330,0.010168568819368853
4150,DOYLES CREEK,2330,0.010168568819368853
4154,DUNOLLY,2330,0.010168568819368853
4155,DURAL,2330,0.010168568819368853
4158,DYRRING,2330,0.010168568819368853
4168,FALBROOK,2330,0.010168568819368853
4169,FERN GULLY,2330,0.010168568819368853
4172,FORDWICH,2330,0.010168568819368853
4178,GARLAND VALLEY,2330,0.010168568819368853
4187,GLENDON,2330,0.010168568819368853
4188,GLENDON BROOK,2330,0.010168568819368853
4190,GLENNIES CREEK,2330,0.010168568819368853
4191,GLENRIDDING,2330,0.010168568819368853
4193,GOORANGOOLA,2330,0.010168568819368853
4195,GOULDSVILLE,2330,0.010168568819368853
4197,GOWRIE,2330,0.010168568819368853
4200,GREENLANDS,2330,0.010168568819368853
4206,HAMBLEDON HILL,2330,0.010168568819368853
4210,HEBDEN,2330,0.010168568819368853
4214,HOWES VALLEY,2330,0.010168568819368853
4215,HOWICK,2330,0.010168568819368853
4216,HUNTERVIEW,2330,0.010168568819368853
4220,JERRYS PLAINS,2330,0.010168568819368853
4239,LEMINGTON,2330,0.010168568819368853
4251,LONG POINT,2330,0.010168568819368853
4255,MAISON DIEU,2330,0.010168568819368853
4267,MCDOUGALLS HILL,2330,0.010168568819368853
4270,MIDDLE FALBROOK,2330,0.010168568819368853
4271,MILBRODALE,2330,0.010168568819368853
4275,MIRANNIE,2330,0.010168568819368853
4277,MITCHELLS FLAT,2330,0.010168568819368853
4286,MOUNT OLIVE,2330,0.010168568819368853
4290,MOUNT ROYAL,2330,0.010168568819368853
4292,MOUNT THORLEY,2330,0.010168568819368853
4304,OBANVALE,2330,0.010168568819368853
4319,PUTTY,2330,0.010168568819368853
4323,RAVENSWORTH,2330,0.010168568819368853
4324,REDBOURNBERRY,2330,0.010168568819368853
4325,REEDY CREEK,2330,0.010168568819368853
4326,RIXS CREEK,2330,0.010168568819368853
4333,ROUGHIT,2330,0.010168568819368853
4338,SCOTTS FLAT,2330,0.010168568819368853
4339,SEDGEFIELD,2330,0.010168568819368853
4340,SINGLETON,2330,0.010168568819368853
4341,SINGLETON HEIGHTS,2330,0.010168568819368853
4348,ST CLAIR,2330,0.010168568819368853
4385,WARKWORTH,2330,0.010168568819368853
4391,WATTLE PONDS,2330,0.010168568819368853
4399,WESTBROOK,2330,0.010168568819368853
4402,WHITTINGHAM,2330,0.010168568819368853
4408,WOLLEMI,2330,0.010168568819368853
4420,WYLIES FLAT,2330,0.010168568819368853
4441,BAERAMI,2333,0.014296498397482359
4442,BAERAMI CREEK,2333,0.014296498397482359
4453,BENGALLA,2333,0.014296498397482359
4490,CASTLE ROCK,2333,0.014296498397482359
4530,EDDERTON,2333,0.014296498397482359
4570,GUNGAL,2333,0.014296498397482359
4593,KAYUGA,2333,0.014296498397482359
4612,LIDDELL,2333,0.014296498397482359
4627,MANOBALAI,2333,0.014296498397482359
4635,MCCULLYS GAP,2333,0.014296498397482359
4662,MUSCLE CREEK,2333,0.014296498397482359
4663,MUSWELLBROOK,2333,0.014296498397482359
4706,SANDY HOLLOW,2333,0.014296498397482359
4785,WYBONG,2333,0.014296498397482359
4804,APPLEBY,2340,0.028897791601726317
4816,BARRY,2340,0.028897791601726317
4820,BECTIVE,2340,0.028897791601726317
4829,BITHRAMERE,2340,0.028897791601726317
4835,BOWLING ALLEY POINT,2340,0.028897791601726317
4847,CALALA,2340,0.028897791601726317
4856,CARROLL,2340,0.028897791601726317
4885,DARUKA,2340,0.028897791601726317
4889,DUNCANS CREEK,2340,0.028897791601726317
4890,DUNGOWAN,2340,0.028897791601726317
4898,EAST TAMWORTH,2340,0.028897791601726317
4917,GAROO,2340,0.028897791601726317
4920,GIDLEY,2340,0.028897791601726317
4930,GOONOO GOONOO,2340,0.028897791601726317
4935,GOWRIE,2340,0.028897791601726317
4943,HALLSVILLE,2340,0.028897791601726317
4947,HANGING ROCK,2340,0.028897791601726317
4950,HILLVUE,2340,0.028897791601726317
4963,KEEPIT,2340,0.028897791601726317
4971,KINGSWOOD,2340,0.028897791601726317
4990,LOOMBERAH,2340,0.028897791601726317
5017,MOORE CREEK,2340,0.028897791601726317
5035,NEMINGHA,2340,0.028897791601726317
5037,NORTH TAMWORTH,2340,0.028897791601726317
5039,NUNDLE,2340,0.028897791601726317
5043,OGUNBIL,2340,0.028897791601726317
5047,OXLEY VALE,2340,0.028897791601726317
5053,PIALLAMORE,2340,0.028897791601726317
5081,SOMERTON,2340,0.028897791601726317
5083,SOUTH TAMWORTH,2340,0.028897791601726317
5094,TAMINDA,2340,0.028897791601726317
5095,TAMWORTH,2340,0.028897791601726317
5096,TAMWORTH SOUTH,2340,0.028897791601726317
5104,TIMBUMBURI,2340,0.028897791601726317
5117,WALLAMORE,2340,0.028897791601726317
5125,WARRAL,2340,0.028897791601726317
5131,WEABONGA,2340,0.028897791601726317
5135,WEST TAMWORTH,2340,0.028897791601726317
5138,WESTDALE,2340,0.028897791601726317
5152,WOOLOMIN,2340,0.028897791601726317
5168,ABERDEEN,2359,0.008931730775960581
5181,BAKERS CREEK,2359,0.008931730775960581
5213,BUNDARRA,2359,0.008931730775960581
5222,CAMERONS CREEK,2359,0.008931730775960581
5615,CONISTON,2500,0.0037112433708500273
5679,GWYNNEVILLE,2500,0.0037112433708500273
5702,KEIRAVILLE,2500,0.0037112433708500273
5732,MANGERTON,2500,0.0037112433708500273
5760,MOUNT KEIRA,2500,0.0037112433708500273
5767,MOUNT SAINT THOMAS,2500,0.0037112433708500273
5776,NORTH WOLLONGONG,2500,0.0037112433708500273
5823,SPRING HILL,2500,0.0037112433708500273
5874,WEST WOLLONGONG,2500,0.0037112433708500273
5885,WOLLONGONG,2500,0.0037112433708500273
5907,AIRDS,2560,0.0036042569544158997
5909,AMBARVALE,2560,0.0036042569544158997
5910,APPIN,2560,0.0036042569544158997
5940,BLAIR ATHOL,2560,0.0036042569544158997
5944,BRADBURY,2560,0.0036042569544158997
5961,CAMPBELLTOWN,2560,0.0036042569544158997
5969,CATARACT,2560,0.0036042569544158997
6011,ENGLORIE PARK,2560,0.0036042569544158997
6028,GILEAD,2560,0.0036042569544158997
6031,GLEN ALPINE,2560,0.0036042569544158997
6073,KENTLYN,2560,0.0036042569544158997
6087,LEUMEAH,2560,0.0036042569544158997
6177,ROSEMEADOW,2560,0.0036042569544158997
6180,RUSE,2560,0.0036042569544158997
6194,ST HELENS PARK,2560,0.0036042569544158997
6239,WEDDERBURN,2560,0.0036042569544158997
6258,WOODBINE,2560,0.0036042569544158997
6297,BELIMBLA PARK,2570,0.005301516832059739
6300,BICKLEY VALE,2570,0.005301516832059739
6317,BROWNLOW HILL,2570,0.005301516832059739
6326,CAMDEN,2570,0.005301516832059739
6327,CAMDEN PARK,2570,0.005301516832059739
6328,CAMDEN SOUTH,2570,0.005301516832059739
6339,CAWDOR,2570,0.005301516832059739
6350,COBBITTY,2570,0.005301516832059739
6377,ELDERSLIE,2570,0.005301516832059739
6379,ELLIS LANE,2570,0.005301516832059739
6403,GLENMORE,2570,0.005301516832059739
6412,GRASMERE,2570,0.005301516832059739
6449,KIRKHAM,2570,0.005301516832059739
6497,MOUNT HUNTER,2570,0.005301516832059739
6510,NATTAI,2570,0.005301516832059739
6517,OAKDALE,2570,0.005301516832059739
6520,ORAN PARK,2570,0.005301516832059739
6521,ORANGEVILLE,2570,0.005301516832059739
6560,SPRING FARM,2570,0.005301516832059739
6576,THE OAKS,2570,0.005301516832059739
6578,THERESA PARK,2570,0.005301516832059739
6609,WEROMBI,2570,0.005301516832059739
6654,AVON,2574,0.00876882972432997
6660,BARGO,2574,0.00876882972432997
6897,PHEASANTS NEST,2574,0.00876882972432997
7007,YANDERRA,2574,0.00876882972432997
7011,ABERCROMBIE,2795,0.009185726083627967
7012,ABERCROMBIE RIVER,2795,0.009185726083627967
7020,ARKELL,2795,0.009185726083627967
7021,ARKSTONE,2795,0.009185726083627967
7027,BALD RIDGE,2795,0.009185726083627967
7028,BALLYROE,2795,0.009185726083627967
7031,BATHAMPTON,2795,0.009185726083627967
7032,BATHURST,2795,0.009185726083627967
7041,BILLYWILLINGA,2795,0.009185726083627967
7052,BREWONGLE,2795,0.009185726083627967
7056,BRUINBUN,2795,0.009185726083627967
7059,BURRAGA,2795,0.009185726083627967
7062,CALOOLA,2795,0.009185726083627967
7080,CHARLES STURT UNIVERSITY,2795,0.009185726083627967
7081,CHARLTON,2795,0.009185726083627967
7085,CLEAR CREEK,2795,0.009185726083627967
7089,COLO,2795,0.009185726083627967
7092,COPPERHANNIA,2795,0.009185726083627967
7093,COW FLAT,2795,0.009185726083627967
7095,CRUDINE,2795,0.009185726083627967
7096,CURRAGH,2795,0.009185726083627967
7097,DARK CORNER,2795,0.009185726083627967
7100,DOG ROCKS,2795,0.009185726083627967
7105,DUNKELD,2795,0.009185726083627967
7108,DURAMANA,2795,0.009185726083627967
7114,EGLINTON,2795,0.009185726083627967
7119,EVANS PLAINS,2795,0.009185726083627967
7122,FITZGERALDS VALLEY,2795,0.009185726083627967
7125,FOREST GROVE,2795,0.009185726083627967
7126,FOSTERS VALLEY,2795,0.009185726083627967
7129,FREEMANTLE,2795,0.009185726083627967
7132,GEMALLA,2795,0.009185726083627967
7133,GEORGES PLAINS,2795,0.009185726083627967
7136,GILMANDYKE,2795,0.009185726083627967
7137,GLANMIRE,2795,0.009185726083627967
7146,GORMANS HILL,2795,0.009185726083627967
7148,GOWAN,2795,0.009185726083627967
7165,HOBBYS YARDS,2795,0.009185726083627967
7170,ISABELLA,2795,0.009185726083627967
7171,JEREMY,2795,0.009185726083627967
7174,JUDDS CREEK,2795,0.009185726083627967
7179,KELSO,2795,0.009185726083627967
7182,KILLONGBUTTA,2795,0.009185726083627967
7186,KIRKCONNELL,2795,0.009185726083627967
7189,LAFFING WATERS,2795,0.009185726083627967
7196,LIMEKILNS,2795,0.009185726083627967
7201,LLANARTH,2795,0.009185726083627967
7202,LOCKSLEY,2795,0.009185726083627967
7220,MEADOW FLAT,2795,0.009185726083627967
7224,MILKERS FLAT,2795,0.009185726083627967
7225,MILLAH MURRAH,2795,0.009185726083627967
7228,MITCHELL,2795,0.009185726083627967
7233,MOORILDA,2795,0.009185726083627967
7234,MOUNT DAVID,2795,0.009185726083627967
7239,MOUNT PANORAMA,2795,0.009185726083627967
7241,MOUNT RANKIN,2795,0.009185726083627967
7247,NAPOLEON REEF,2795,0.009185726083627967
7250,NEWBRIDGE,2795,0.009185726083627967
7254,O'CONNELL,2795,0.009185726083627967
7260,ORTON PARK,2795,0.009185726083627967
7262,PALING YARDS,2795,0.009185726083627967
7263,PALMERS OAKY,2795,0.009185726083627967
7264,PEEL,2795,0.009185726083627967
7265,PERTHVILLE,2795,0.009185726083627967
7272,RAGLAN,2795,0.009185726083627967
7279,ROBIN HILL,2795,0.009185726083627967
7280,ROCK FOREST,2795,0.009185726083627967
7281,ROCKLEY,2795,0.009185726083627967
7282,ROCKLEY MOUNT,2795,0.009185726083627967
7294,SOFALA,2795,0.009185726083627967
7296,SOUTH BATHURST,2795,0.009185726083627967
7302,STEWARTS MOUNT,2795,0.009185726083627967
7305,SUNNY CORNER,2795,0.009185726083627967
7311,TANNAS MOUNT,2795,0.009185726083627967
7313,THE LAGOON,2795,0.009185726083627967
7315,THE ROCKS,2795,0.009185726083627967
7320,TRIANGLE FLAT,2795,0.009185726083627967
7321,TRUNKEY CREEK,2795,0.009185726083627967
7324,TURONDALE,2795,0.009185726083627967
7325,TWENTY FORESTS,2795,0.009185726083627967
7328,UPPER TURON,2795,0.009185726083627967
7330,WALANG,2795,0.009185726083627967
7335,WAMBOOL,2795,0.009185726083627967
7342,WATTLE FLAT,2795,0.009185726083627967
7344,WATTON,2795,0.009185726083627967
7348,WEST BATHURST,2795,0.009185726083627967
7353,WHITE ROCK,2795,0.009185726083627967
7355,WIAGDON,2795,0.009185726083627967
7356,WIMBLEDON,2795,0.009185726083627967
7357,WINBURNDALE,2795,0.009185726083627967
7358,WINDRADYNE,2795,0.009185726083627967
7359,WISEMANS CREEK,2795,0.009185726083627967
7378,YARRAS,2795,0.009185726083627967
7379,YETHOLME,2795,0.009185726083627967
